"visit_id","user_id","visit_start_time","page_views","cart_adds","purchase","campaign_name","impression","click","cart_items"
"827629",12,"2020-03-31 17:00:23.576826",10,8,1,NULL,1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Lobster, Crab, Oyster"
"ad91aa",12,"2020-04-27 16:26:29.348745",6,1,1,NULL,0,0,"Abalone"
"b4e9d7",12,"2020-02-14 02:26:41.90344",7,5,0,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Russian Caviar, Black Truffle, Lobster, Crab"
"d1e11c",12,"2020-03-06 03:52:08.37223",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Black Truffle"
"d69e73",12,"2020-02-06 09:09:05.908878",5,1,0,"Half Off - Treat Your Shellf(ish)",0,0,"Lobster"
"df30a9",12,"2020-03-31 04:37:01.295497",8,1,0,NULL,0,0,"Black Truffle"
"430d59",13,"2020-02-29 16:27:22.704421",9,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Lobster, Oyster"
"660a51",13,"2020-02-29 12:28:39.137886",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"af91d8",13,"2020-02-12 04:31:37.088829",6,4,0,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Abalone"
"c70085",13,"2020-02-12 08:26:14.018589",6,1,0,"Half Off - Treat Your Shellf(ish)",0,0,"Crab"
"430980",14,"2020-03-11 21:10:15.700922",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"5ce5c9",14,"2020-02-09 13:39:45.462493",9,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Russian Caviar, Black Truffle, Abalone, Crab"
"6a20a3",14,"2020-01-12 02:49:32.092947",8,1,0,"BOGOF - Fishing For Compliments",0,0,"Salmon"
"926e3a",14,"2020-03-11 13:32:50.717001",3,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"c80b4c",14,"2020-02-25 10:17:05.746225",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"c84335",14,"2020-02-25 00:00:14.431309",7,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Lobster, Oyster"
"f49ff9",14,"2020-01-12 03:45:54.033154",7,5,1,"BOGOF - Fishing For Compliments",1,1,"Kingfish, Tuna, Russian Caviar, Abalone, Crab"
"f51e80",14,"2020-02-09 03:33:58.043155",9,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Black Truffle, Crab, Oyster"
"4b5d1b",15,"2020-01-28 04:56:41.29408",6,2,1,NULL,0,0,"Salmon, Lobster"
"848790",15,"2020-02-25 12:51:28.107838",7,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Lobster"
"b9f3b2",15,"2020-01-28 17:34:35.072597",1,0,0,NULL,0,0,NULL
"cd2abe",15,"2020-02-25 02:17:52.241415",9,6,0,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Abalone, Lobster, Crab"
"04e665",16,"2020-01-06 19:23:09.21882",1,0,0,"BOGOF - Fishing For Compliments",0,0,NULL
"123ae4",16,"2020-01-25 16:41:34.133957",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"148623",16,"2020-01-19 02:16:11.409097",7,4,1,"25% Off - Living The Lux Life",1,1,"Salmon, Abalone, Lobster, Oyster"
"34542c",16,"2020-01-20 15:56:04.7986",6,4,1,"25% Off - Living The Lux Life",0,0,"Salmon, Black Truffle, Lobster, Crab"
"69440b",16,"2020-01-06 21:45:50.948835",4,1,1,"BOGOF - Fishing For Compliments",0,0,"Oyster"
"8697ad",16,"2020-01-19 08:40:41.37694",8,5,1,"25% Off - Living The Lux Life",0,0,"Kingfish, Tuna, Abalone, Lobster, Oyster"
"b16614",16,"2020-01-25 06:32:25.370497",8,3,0,"25% Off - Living The Lux Life",0,0,"Kingfish, Tuna, Black Truffle"
"fef0ba",16,"2020-01-20 10:10:19.793868",10,8,1,"25% Off - Living The Lux Life",1,1,"Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone, Lobster, Crab, Oyster"
"048310",17,"2020-03-20 08:52:01.966302",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"962f96",17,"2020-02-17 18:04:17.545532",6,3,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Tuna, Lobster"
"a046fe",17,"2020-02-24 22:29:42.657954",7,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Kingfish, Lobster"
"ae5874",17,"2020-03-20 00:35:19.399122",7,4,0,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Tuna, Crab, Oyster"
"c68425",17,"2020-02-24 20:09:25.110939",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"e70fd5",17,"2020-02-17 10:05:50.894637",7,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Russian Caviar"
"48810d",18,"2020-02-29 15:26:40.947095",4,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"53e96e",18,"2020-02-29 20:58:12.141727",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"04ce86",19,"2020-02-11 21:19:25.594181",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"51758f",19,"2020-03-27 08:04:04.637938",7,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Lobster"
"5ab169",19,"2020-02-28 10:54:46.425334",8,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Black Truffle, Crab"
"a2abee",19,"2020-03-27 02:47:23.144095",10,7,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Abalone, Lobster, Crab, Oyster"
"b1f7ef",19,"2020-02-28 21:13:06.818567",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"cc850f",19,"2020-03-09 10:57:52.148835",7,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Oyster"
"e93365",19,"2020-03-09 11:47:50.632146",9,5,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Black Truffle, Abalone, Lobster, Oyster"
"fdf383",19,"2020-02-11 13:52:24.211825",7,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon"
"006f7f",20,"2020-02-23 01:36:34.786358",5,1,1,"Half Off - Treat Your Shellf(ish)",1,1,"Tuna"
"1038ec",20,"2020-02-12 16:54:16.178298",8,3,1,"Half Off - Treat Your Shellf(ish)",1,1,"Tuna, Crab, Oyster"
"378a75",20,"2020-02-12 23:33:50.816642",4,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"ae67d0",20,"2020-03-07 17:07:14.935597",8,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Abalone, Lobster, Crab"
"af7dbb",20,"2020-03-07 18:49:54.234033",7,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Crab"
"ce02d6",20,"2020-03-07 04:07:50.890749",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"dc903f",20,"2020-03-07 20:22:57.340584",10,7,0,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone, Crab"
"ed7061",20,"2020-02-23 22:31:30.392509",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Black Truffle"
"253176",21,"2020-03-18 14:29:02.578417",8,3,0,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Black Truffle, Oyster"
"48a5f0",21,"2020-03-18 13:44:08.725554",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"a67606",21,"2020-02-14 21:10:08.838252",5,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Lobster"
"b5f4b4",21,"2020-02-14 10:05:28.444749",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"ce83bf",21,"2020-02-22 05:22:11.270312",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"e07175",21,"2020-02-22 12:04:57.846437",5,1,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar"
"093a52",22,"2020-03-19 21:07:31.926149",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Crab"
"2563e4",22,"2020-03-19 11:47:51.280769",8,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Russian Caviar, Abalone, Crab"
"679b1e",22,"2020-03-19 01:31:10.203892",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"71740f",22,"2020-02-08 21:30:48.985777",11,6,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Black Truffle, Abalone, Lobster, Crab, Oyster"
"9e4195",22,"2020-02-27 21:48:30.608182",11,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Black Truffle, Crab"
"d1806e",22,"2020-03-19 02:19:30.400539",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"f124b9",22,"2020-02-27 05:12:07.359658",10,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone"
"f6c20a",22,"2020-02-08 21:17:11.074915",7,3,0,"Half Off - Treat Your Shellf(ish)",1,0,"Tuna, Russian Caviar, Black Truffle"
"0202bb",23,"2020-01-18 10:26:18.696664",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"a4611f",23,"2020-01-18 17:03:33.985538",7,1,0,"25% Off - Living The Lux Life",0,0,"Black Truffle"
"ac8301",23,"2020-02-14 01:33:28.898783",5,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"bf5655",23,"2020-02-14 23:42:40.952651",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"d7fa36",23,"2020-01-16 22:30:01.781",5,0,0,"25% Off - Living The Lux Life",0,0,NULL
"ed6296",23,"2020-01-16 09:26:44.343546",1,0,0,"25% Off - Living The Lux Life",0,0,NULL
"2a5092",24,"2020-01-23 20:05:46.748733",7,3,1,"25% Off - Living The Lux Life",0,0,"Kingfish, Lobster, Crab"
"b0c937",24,"2020-02-10 03:30:41.796709",9,5,1,"Half Off - Treat Your Shellf(ish)",0,0,"Russian Caviar, Abalone, Lobster, Crab, Oyster"
"ba4d74",24,"2020-01-23 22:48:15.667967",8,4,1,"25% Off - Living The Lux Life",1,0,"Salmon, Kingfish, Black Truffle, Abalone"
"e29f01",24,"2020-02-10 22:23:13.082244",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"162e2a",25,"2020-03-29 01:00:25.69901",9,5,0,"Half Off - Treat Your Shellf(ish)",1,1,"Tuna, Russian Caviar, Black Truffle, Abalone, Lobster"
"509464",25,"2020-03-01 00:20:19.180849",9,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Russian Caviar, Black Truffle"
"52165c",25,"2020-03-27 19:28:38.783602",8,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Abalone"
"63d9c8",25,"2020-03-29 21:27:41.491967",7,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Tuna"
"8fb57b",25,"2020-03-29 14:48:01.380894",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"a035ba",25,"2020-01-08 14:21:10.909078",1,0,0,"BOGOF - Fishing For Compliments",0,0,NULL
"abb857",25,"2020-03-29 06:50:53.745523",6,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Tuna, Russian Caviar"
"b6c3f3",25,"2020-02-04 04:25:59.515277",9,5,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Kingfish, Black Truffle, Lobster, Crab"
"ce1b65",25,"2020-01-08 18:34:24.082895",9,3,1,"BOGOF - Fishing For Compliments",0,0,"Kingfish, Black Truffle, Lobster"
"d08a19",25,"2020-02-04 12:31:25.983754",10,8,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone, Lobster, Oyster"
"d8378a",25,"2020-03-27 12:19:34.647111",11,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Tuna, Russian Caviar, Black Truffle, Abalone"
"f0362e",25,"2020-03-01 15:41:07.515665",9,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Salmon, Kingfish, Russian Caviar, Abalone, Lobster, Oyster"
"1d3591",26,"2020-02-08 22:40:24.83258",9,3,0,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Abalone, Crab"
"3de350",26,"2020-02-08 08:13:44.385207",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"70ef14",26,"2020-03-04 04:43:07.563726",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"752e73",26,"2020-03-05 12:20:18.16157",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"8a8280",26,"2020-03-04 15:33:12.271633",8,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Russian Caviar, Abalone, Oyster"
"8bfa80",26,"2020-01-26 20:57:16.531533",6,2,0,"25% Off - Living The Lux Life",0,0,"Salmon, Abalone"
"cb44c6",26,"2020-01-26 11:45:46.84616",6,2,0,"25% Off - Living The Lux Life",1,0,"Kingfish, Black Truffle"
"e8f2d8",26,"2020-03-05 01:54:32.145112",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Salmon, Crab"
"37c63a",27,"2020-01-31 11:10:22.629494",7,3,1,NULL,0,0,"Salmon, Lobster, Oyster"
"3c6716",27,"2020-01-31 17:53:47.697742",9,6,1,NULL,1,1,"Salmon, Black Truffle, Abalone, Lobster, Crab, Oyster"
"406e92",27,"2020-02-27 13:03:50.131635",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"675f3b",27,"2020-02-09 04:36:20.11706",8,3,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Abalone, Oyster"
"999d15",27,"2020-02-09 09:15:06.655311",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"b792ed",27,"2020-02-24 10:26:12.582119",10,6,1,"Half Off - Treat Your Shellf(ish)",1,1,"Kingfish, Tuna, Russian Caviar, Black Truffle, Crab, Oyster"
"cc31c9",27,"2020-02-27 06:17:03.641747",9,4,1,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Black Truffle, Crab, Oyster"
"e4eb9f",27,"2020-02-24 16:16:38.693868",8,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Black Truffle, Oyster"
"1d34f3",28,"2020-02-29 07:53:58.219386",8,3,1,"Half Off - Treat Your Shellf(ish)",1,1,"Russian Caviar, Black Truffle, Oyster"
"32a3fc",28,"2020-02-29 02:02:48.883437",9,2,1,"Half Off - Treat Your Shellf(ish)",0,0,"Tuna, Black Truffle"
"7700aa",28,"2020-04-03 11:19:44.264607",8,1,1,NULL,0,0,"Tuna"
"8d1ba0",28,"2020-03-29 12:17:22.571408",1,0,0,"Half Off - Treat Your Shellf(ish)",0,0,NULL
"b2d522",28,"2020-04-23 00:00:15.049615",7,2,1,NULL,0,0,"Salmon, Abalone"
"cbc891",28,"2020-04-23 12:16:59.661749",1,0,0,NULL,0,0,NULL
"ccc885",28,"2020-03-29 19:09:12.756997",6,2,0,"Half Off - Treat Your Shellf(ish)",0,0,"Kingfish, Abalone"
